gene_id,product_description,chromosome,start,end,strand,functional_category
LOC103714977,probable receptor-like protein kinase At2g42960,NC_052402.1,10842263,10847928,-,Protein_Kinases
LOC103713239,mitogen-activated protein kinase 10,NC_052402.1,11017708,11027136,+,Protein_Kinases
LOC103713250,serine/threonine-protein kinase-like protein CR4,NC_052402.1,11539700,11541059,-,Protein_Kinases
LOC103713197,putative cyclin-dependent serine/threonine-protein kinase DDB_G0272797/DDB_G0274007,NC_052402.1,11658268,11666775,-,Protein_Kinases
LOC103709470,CBL-interacting protein kinase 19-like%2C transcript variant X1,NC_052402.1,12006193,12009800,-,Protein_Kinases
LOC103709512,leucine-rich repeat receptor-like serine/threonine-protein kinase BAM3%2C transcript variant X3,NC_052402.1,12533423,12539516,-,Protein_Kinases
LOC103709514,serine/threonine-protein kinase RHS3-like%2C transcript variant X2,NC_052402.1,12539613,12544362,-,Protein_Kinases
LOC103709541,nucleoside diphosphate kinase 3-like%2C transcript variant X2,NC_052402.1,12568731,12584139,+,Protein_Kinases
LOC103711197,inactive protein kinase SELMODRAFT_444075%2C transcript variant X1,NC_052402.1,12910339,12919743,+,Protein_Kinases
LOC103711200,K(+) efflux antiporter 6-like%2C transcript variant X2,NC_052402.1,12955866,12964115,-,Ion_Transporters
LOC103711208,serine/threonine-protein kinase Aurora-1%2C transcript variant X2,NC_052402.1,13041982,13046976,+,Protein_Kinases
LOC103711210,ATP-dependent 6-phosphofructokinase 3,NC_052402.1,13048797,13057838,-,Protein_Kinases
LOC103711214,mitogen-activated protein kinase kinase 1-like%2C transcript variant X2,NC_052402.1,13091986,13100969,-,Protein_Kinases
LOC120112395,receptor-like protein kinase HSL1,NC_052402.1,13198084,13202174,+,Protein_Kinases
LOC103711471,hexokinase-2-like%2C transcript variant X1,NC_052402.1,13218418,13228939,+,Protein_Kinases
LOC103700466,receptor-like protein kinase HSL1,NC_052402.1,13231440,13233023,-,Protein_Kinases
LOC103722014,casein kinase 1-like protein HD16%2C transcript variant X2,NC_052402.1,13347037,13352680,-,Protein_Kinases
LOC103715023,cold-responsive protein kinase 1-like,NC_052402.1,13793812,13814209,+,Protein_Kinases
LOC103715144,mitogen-activated protein kinase 9-like,NC_052402.1,14396921,14405804,-,Protein_Kinases
LOC103709353,lysM domain receptor-like kinase 3,NC_052402.1,15019212,15025337,-,Protein_Kinases
LOC103709305,mitogen-activated protein kinase 3-like%2C transcript variant X1,NC_052402.1,15136217,15145902,-,Protein_Kinases
LOC103717089,calcium permeable stress-gated cation channel 1-like%2C transcript variant X3,NC_052402.1,15874407,15903725,-,Ion_Transporters
LOC103698261,CBL-interacting protein kinase 8-like%2C transcript variant X5,NC_052402.1,15964869,16004304,-,Protein_Kinases
LOC103714641,probable serine/threonine protein kinase IRE,NC_052402.1,16042729,16065220,-,Protein_Kinases
LOC103714625,receptor-like protein kinase THESEUS 1%2C transcript variant X1,NC_052402.1,16466013,16470211,+,Protein_Kinases
LOC103714772,sphingosine kinase 1-like%2C transcript variant X2,NC_052402.1,16629876,16636134,-,Protein_Kinases
LOC103722131,SNF1-related protein kinase regulatory subunit beta-1-like,NC_052402.1,17278011,17289028,-,Protein_Kinases
LOC103723977,universal stress protein PHOS32-like%2C transcript variant X1,NC_052402.1,17833920,17849698,+,Stress_Osmoprotectants
LOC103697747,mitogen-activated protein kinase kinase kinase 21-like,NC_052402.1,17939062,17946902,+,Protein_Kinases
LOC103723978,receptor-like serine/threonine-protein kinase SD1-8,NC_052402.1,17975421,17983387,+,Protein_Kinases
LOC113461066,receptor-like serine/threonine-protein kinase SD1-8,NC_052402.1,17995863,18000346,+,Protein_Kinases
LOC120112420,receptor-like serine/threonine-protein kinase SD1-7,NC_052402.1,18053039,18053871,-,Protein_Kinases
LOC103695872,receptor-like serine/threonine-protein kinase SD1-8,NC_052402.1,18053977,18057388,-,Protein_Kinases
LOC103697122,receptor-like serine/threonine-protein kinase SD1-8,NC_052402.1,18076759,18078981,-,Protein_Kinases
LOC120112422,probable serine/threonine-protein kinase PBL16%2C transcript variant X1,NC_052402.1,18159519,18166648,+,Protein_Kinases
LOC103721937,serine/threonine-protein kinase 3/4%2C transcript variant X3,NC_052402.1,19101868,19143487,-,Protein_Kinases
LOC103720489,probable tetraacyldisaccharide 4'-kinase%2C mitochondrial%2C transcript variant X4,NC_052402.1,19738379,19763477,-,Protein_Kinases
LOC120103898,wee1-like protein kinase%2C transcript variant X2,NC_052402.1,19974290,19975591,+,Protein_Kinases
LOC103719110,calcium-dependent protein kinase 2,NC_052402.1,20134605,20143174,-,Protein_Kinases
LOC103695863,probable serine/threonine-protein kinase PBL23,NC_052402.1,20964065,21002545,+,Protein_Kinases
LOC120112444,SRSF protein kinase 2-like,NC_052402.1,21659436,21678073,+,Protein_Kinases
LOC103710493,LRR receptor-like serine/threonine-protein kinase GHR1%2C transcript variant X2,NC_052402.1,24506120,24512810,-,Protein_Kinases
LOC103710515,protein kinase PINOID-like%2C transcript variant X2,NC_052402.1,25102096,25105455,-,Protein_Kinases
LOC103710520,p21-activated protein kinase-interacting protein 1-like,NC_052402.1,25220657,25225785,+,Protein_Kinases
LOC103710527,leucine-rich repeat receptor-like serine/threonine-protein kinase At1g17230%2C transcript variant X1,NC_052402.1,25455298,25469296,-,Protein_Kinases
LOC103698442,K(+) efflux antiporter 3%2C chloroplastic,NC_052402.1,26418061,26475292,-,Ion_Transporters
LOC103722492,putative proline-rich receptor-like protein kinase PERK6,NC_052402.1,26614622,26615425,+,Protein_Kinases
LOC103718847,cation/H(+) antiporter 15-like,NC_052402.1,27137483,27141137,+,Ion_Transporters
LOC120112476,zinc finger A20 and AN1 domain-containing stress-associated protein 9-like,NC_052402.1,27420024,27421757,+,Transcription_Factors
LOC120112480,zinc finger A20 and AN1 domain-containing stress-associated protein 9-like%2C transcript variant X2,NC_052402.1,27447711,27449561,+,Transcription_Factors
LOC120112483,zinc finger A20 and AN1 domain-containing stress-associated protein 9-like%2C transcript variant X2,NC_052402.1,27536076,27537912,+,Transcription_Factors
LOC120112486,zinc finger A20 and AN1 domain-containing stress-associated protein 9-like,NC_052402.1,27631155,27632947,+,Transcription_Factors
LOC103698790,putative receptor protein kinase ZmPK1,NC_052403.1,138708,141478,+,Protein_Kinases
LOC103714600,putative receptor protein kinase ZmPK1,NC_052403.1,160973,163648,-,Protein_Kinases
LOC103696647,putative receptor protein kinase ZmPK1,NC_052403.1,173896,176567,+,Protein_Kinases
LOC103715502,serine/threonine-protein kinase BSK5-like,NC_052403.1,385586,393091,+,Protein_Kinases
LOC103713712,fructokinase-like 1%2C chloroplastic,NC_052403.1,532141,534265,+,Protein_Kinases
LOC103703471,probable serine/threonine-protein kinase PBL23,NC_052403.1,1144793,1149109,+,Protein_Kinases
LOC103696700,calcium/calmodulin-regulated receptor-like kinase 1%2C transcript variant X1,NC_052403.1,1470392,1480642,-,Protein_Kinases
LOC103709929,G-type lectin S-receptor-like serine/threonine-protein kinase At4g27290,NC_052403.1,1625970,1630748,+,Protein_Kinases
LOC103709880,cysteine-rich receptor-like protein kinase 10%2C transcript variant X2,NC_052403.1,1632587,1636880,-,Protein_Kinases
LOC103709881,universal stress protein PHOS34-like,NC_052403.1,1640124,1650513,-,Stress_Osmoprotectants
LOC103709886,diacylglycerol kinase 5-like%2C transcript variant X2,NC_052403.1,1678120,1688110,-,Protein_Kinases
LOC103709912,mitogen-activated protein kinase 15%2C transcript variant X1,NC_052403.1,2055357,2066658,+,Protein_Kinases
LOC103705040,heat stress transcription factor B-4b-like,NC_052403.1,3072960,3074887,-,Stress_Osmoprotectants
LOC103705099,calcium-dependent protein kinase 2-like,NC_052403.1,3185372,3188999,-,Protein_Kinases
LOC103705020,SNF1-related protein kinase regulatory subunit beta-1-like%2C transcript variant X1,NC_052403.1,3235190,3238607,+,Protein_Kinases
LOC103705015,CBL-interacting protein kinase 32-like%2C transcript variant X1,NC_052403.1,3286361,3296567,-,Protein_Kinases
LOC103719752,bifunctional aspartokinase/homoserine dehydrogenase 1%2C transcript variant X2,NC_052403.1,3783102,3793105,+,Protein_Kinases
LOC103705907,probable serine/threonine-protein kinase PBL8%2C transcript variant X1,NC_052403.1,4296425,4307295,+,Protein_Kinases
LOC103705913,cyclin-dependent kinase B1-1-like,NC_052403.1,4360989,4372678,+,Protein_Kinases
LOC103705968,probable inactive receptor kinase At5g58300%2C transcript variant X1,NC_052403.1,4548683,4555748,+,Protein_Kinases
LOC103708906,probable LRR receptor-like serine/threonine-protein kinase IRK,NC_052403.1,4747229,4751861,+,Protein_Kinases
LOC103708903,probable serine/threonine-protein kinase PBL1,NC_052403.1,4806701,4811718,-,Protein_Kinases
LOC103708887,serine/threonine-protein kinase STY13-like,NC_052403.1,4881785,4890178,-,Protein_Kinases
LOC103708883,probable serine/threonine-protein kinase WNK5%2C transcript variant X1,NC_052403.1,4952819,4959234,+,Protein_Kinases
LOC103708879,CBL-interacting protein kinase 18-like,NC_052403.1,5008442,5012125,+,Protein_Kinases
LOC103708878,stress response protein nst1-like%2C transcript variant X1,NC_052403.1,5016282,5027265,-,Stress_Osmoprotectants
LOC103708928,CBL-interacting serine/threonine-protein kinase 14-like,NC_052403.1,5041680,5043243,-,Protein_Kinases
LOC108511376,biogenesis of lysosome-related organelles complex 1 subunit 1%2C transcript variant X1,NC_052403.1,5068543,5072900,+,Other_Signaling_Metabolism
LOC103708921,cation/H(+) antiporter 15,NC_052403.1,5281218,5285621,-,Ion_Transporters
LOC103722776,probable phytol kinase 2%2C chloroplastic,NC_052403.1,5579664,5583459,+,Protein_Kinases
LOC103718118,calcium-dependent protein kinase 3-like%2C transcript variant X1,NC_052403.1,5785006,5797501,+,Protein_Kinases
LOC103718123,dual specificity tyrosine-phosphorylation-regulated kinase 4-like%2C transcript variant X1,NC_052403.1,5868360,5877600,+,Protein_Kinases
LOC103696387,glucuronokinase 1-like,NC_052403.1,6296923,6302433,+,Protein_Kinases
LOC103697789,probable membrane-associated kinase regulator 4,NC_052403.1,6343090,6344064,+,Protein_Kinases
LOC103696454,protein SODIUM POTASSIUM ROOT DEFECTIVE 1-like,NC_052403.1,6368559,6370153,-,Ion_Transporters
LOC103696481,serine/threonine-protein kinase AFC1-like,NC_052403.1,6423331,6429375,-,Protein_Kinases
LOC103696649,cation/H(+) antiporter 20-like,NC_052403.1,6590783,6594901,-,Ion_Transporters
LOC103698931,serine/threonine-protein kinase PCRK1,NC_052403.1,6928872,6935157,-,Protein_Kinases
LOC113461133,cyclin-dependent protein kinase inhibitor SMR4-like,NC_052403.1,7079223,7079864,+,Protein_Kinases
LOC103697303,L-type lectin-domain containing receptor kinase S.4-like,NC_052403.1,7188509,7191256,-,Protein_Kinases
LOC103712645,universal stress protein PHOS32%2C transcript variant X1,NC_052403.1,7693699,7696577,+,Stress_Osmoprotectants
LOC103712660,serine/threonine-protein kinase pakF-like,NC_052403.1,7826639,7846051,+,Protein_Kinases
LOC103712675,galactokinase-like%2C transcript variant X3,NC_052403.1,7898153,7917841,+,Protein_Kinases
LOC103697930,shaggy-related protein kinase alpha-like%2C transcript variant X2,NC_052403.1,9471647,9480527,+,Protein_Kinases
LOC103723089,N-acetyl-D-glucosamine kinase-like,NC_052403.1,9921088,9967888,+,Protein_Kinases
LOC120103742,serine/threonine-protein kinase tricornered-like%2C transcript variant X2,NC_052403.1,12662922,12697910,-,Protein_Kinases
LOC103714902,sodium/hydrogen exchanger 1-like,NC_052403.1,12908607,12920713,+,Ion_Transporters
LOC103719689,leucine-rich repeat receptor-like kinase protein FLORAL ORGAN NUMBER1,NC_052403.1,13256052,13258381,-,Protein_Kinases
LOC103720948,MDIS1-interacting receptor like kinase 2-like,NC_052403.1,13415412,13419631,+,Protein_Kinases
LOC103718758,receptor-like cytosolic serine/threonine-protein kinase RBK1%2C transcript variant X2,NC_052403.1,13458865,13466279,+,Protein_Kinases
LOC120112810,zinc finger A20 and AN1 domain-containing stress-associated protein 11-like,NC_052403.1,13679622,13680192,+,Transcription_Factors
LOC103720051,CBL-interacting protein kinase 1-like%2C transcript variant X2,NC_052404.1,85313,89320,+,Protein_Kinases
LOC103720053,pyruvate dehydrogenase (acetyl-transferring) kinase%2C mitochondrial-like,NC_052404.1,144306,153087,+,Protein_Kinases
LOC103720054,probable receptor-like protein kinase At5g18500,NC_052404.1,182103,189988,+,Protein_Kinases
LOC103721668,phosphatidylinositol 4-kinase gamma 8-like,NC_052404.1,1169583,1173412,-,Protein_Kinases
LOC120112840,SNF1-related protein kinase catalytic subunit alpha KIN10-like%2C transcript variant X2,NC_052404.1,1240554,1255247,+,Protein_Kinases
LOC103707246,universal stress protein PHOS34%2C transcript variant X1,NC_052404.1,1630502,1636000,-,Stress_Osmoprotectants
LOC103707267,thiamine pyrophosphokinase 1%2C transcript variant X4,NC_052404.1,1709602,1734408,-,Protein_Kinases
LOC103707273,stress-related protein,NC_052404.1,1773672,1775512,-,Stress_Osmoprotectants
LOC103711750,probable serine/threonine-protein kinase At1g01540%2C transcript variant X3,NC_052404.1,2262830,2268880,-,Protein_Kinases
LOC103711736,serine/threonine-protein kinase PBL27-like%2C transcript variant X1,NC_052404.1,2303228,2314020,+,Protein_Kinases
LOC103711730,probable serine/threonine-protein kinase At1g54610,NC_052404.1,2396580,2406044,+,Protein_Kinases
LOC103711717,serine/threonine-protein kinase RUNKEL%2C transcript variant X1,NC_052404.1,2531471,2540157,-,Protein_Kinases
LOC103714679,hexokinase-3-like,NC_052404.1,2909693,2921843,+,Protein_Kinases
LOC103701723,phosphatidylinositol 4-phosphate 5-kinase 6-like,NC_052404.1,3905982,3911418,+,Protein_Kinases
LOC103701662,probable NAD kinase 1,NC_052404.1,4253661,4306875,-,Protein_Kinases
LOC103716431,probable membrane-associated kinase regulator 1,NC_052404.1,4564729,4566345,-,Protein_Kinases
LOC120112928,putative proline-rich receptor-like protein kinase PERK6,NC_052404.1,4890931,4898082,-,Protein_Kinases
LOC120112863,probable serine/threonine-protein kinase PBL7,NC_052404.1,4926551,4930214,-,Protein_Kinases
LOC103707264,putative GTP diphosphokinase RSH1%2C chloroplastic,NC_052404.1,6786484,6807156,+,Protein_Kinases
LOC103720662,proline-rich receptor-like protein kinase PERK15,NC_052404.1,7211735,7221308,+,Protein_Kinases
LOC103709635,shaggy-related protein kinase alpha,NC_052404.1,7715732,7721317,-,Protein_Kinases
LOC103709649,pyruvate kinase%2C cytosolic isozyme,NC_052404.1,7903517,7907530,-,Protein_Kinases
LOC120112896,probable leucine-rich repeat receptor-like protein kinase At5g49770,NC_052404.1,8255448,8261751,+,Protein_Kinases
LOC103709719,probable leucine-rich repeat receptor-like protein kinase At5g49770%2C transcript variant X1,NC_052404.1,8265871,8279226,+,Protein_Kinases
LOC103709698,cation/H(+) antiporter 15-like,NC_052404.1,8292767,8295697,-,Ion_Transporters
LOC103722177,probable inactive receptor kinase At5g58300%2C transcript variant X1,NC_052404.1,8560714,8566711,+,Protein_Kinases
LOC103722172,receptor-like protein kinase FERONIA,NC_052404.1,8606966,8610568,-,Protein_Kinases
LOC103722170,serine/threonine-protein kinase AtPK2/AtPK19-like,NC_052404.1,8634182,8641008,-,Protein_Kinases
LOC103722166,probable inactive serine/threonine-protein kinase scy1,NC_052404.1,8678573,8704899,-,Protein_Kinases
LOC103720398,probable LRR receptor-like serine/threonine-protein kinase IRK%2C transcript variant X1,NC_052404.1,8822330,8826276,+,Protein_Kinases
LOC103720401,probable serine/threonine-protein kinase PBL1%2C transcript variant X1,NC_052404.1,8871287,8877265,-,Protein_Kinases
LOC103720412,CBL-interacting protein kinase 18-like,NC_052404.1,9024163,9027755,+,Protein_Kinases
LOC103720413,CBL-interacting serine/threonine-protein kinase 14-like,NC_052404.1,9045444,9047116,-,Protein_Kinases
LOC103721516,probably inactive leucine-rich repeat receptor-like protein kinase IMK2,NC_052404.1,9357029,9360529,-,Protein_Kinases
LOC103706738,gamma-interferon-responsive lysosomal thiol protein%2C transcript variant X2,NC_052404.1,9534462,9541102,+,Other_Signaling_Metabolism
LOC103706722,inactive receptor-like serine/threonine-protein kinase At2g40270,NC_052404.1,9635446,9644992,+,Protein_Kinases
LOC103706744,mitogen-activated protein kinase kinase kinase 18-like,NC_052404.1,9858748,9861264,-,Protein_Kinases
LOC103706681,putative serine/threonine-protein kinase-like protein CCR3,NC_052404.1,10047318,10050847,-,Protein_Kinases
LOC103706664,L-type lectin-domain containing receptor kinase VIII.1-like,NC_052404.1,10227305,10234204,-,Protein_Kinases
LOC103706651,salt stress-induced hydrophobic peptide ESI3,NC_052404.1,10387022,10387560,+,Stress_Osmoprotectants
LOC103706636,probable serine/threonine-protein kinase PBL7%2C transcript variant X1,NC_052404.1,10579011,10583075,+,Protein_Kinases
LOC103721903,receptor-like protein kinase HERK 1%2C transcript variant X1,NC_052404.1,10779509,10783796,-,Protein_Kinases
LOC103721990,receptor-like cytoplasmic kinase 176,NC_052404.1,11861580,11866397,+,Protein_Kinases
LOC103716779,wall-associated receptor kinase-like 20,NC_052404.1,12411512,12414987,+,Protein_Kinases
LOC103716781,serine/threonine-protein kinase ATG1c-like,NC_052404.1,12517211,12531833,+,Protein_Kinases
LOC113460923,universal stress protein PHOS32,NC_052404.1,12630360,12634688,-,Stress_Osmoprotectants
LOC103697238,calmodulin-binding receptor-like cytoplasmic kinase 2,NC_052404.1,12791188,12795315,-,Protein_Kinases
LOC103701404,proline-rich receptor-like protein kinase PERK2,NC_052405.1,207868,208713,-,Protein_Kinases
LOC103701286,calcium-dependent protein kinase 28-like,NC_052405.1,485129,492853,-,Protein_Kinases
LOC103701285,probable sodium/metabolite cotransporter BASS1%2C chloroplastic%2C transcript variant X2,NC_052405.1,498561,505248,-,Ion_Transporters
LOC103701276,serine/threonine-protein kinase SAPK7,NC_052405.1,636157,640002,-,Protein_Kinases
LOC103701392,mitogen-activated protein kinase kinase kinase 17-like,NC_052405.1,734219,735049,+,Protein_Kinases
LOC103701255,probable receptor-like protein kinase At1g49730%2C transcript variant X1,NC_052405.1,914884,924978,-,Protein_Kinases
LOC103701248,probable serine/threonine-protein kinase At1g01540,NC_052405.1,943210,947627,-,Protein_Kinases
LOC103701386,leucine-rich repeat receptor-like serine/threonine-protein kinase BAM3,NC_052405.1,1079985,1085815,-,Protein_Kinases
LOC103701223,abscisic stress-ripening protein 5-like,NC_052405.1,1217249,1218537,+,Stress_Osmoprotectants
LOC103701225,abscisic stress-ripening protein 1-like,NC_052405.1,1229092,1230189,+,Stress_Osmoprotectants
LOC103701194,serine/threonine-protein kinase STY46-like%2C transcript variant X2,NC_052405.1,1534743,1555400,+,Protein_Kinases
LOC103699564,G-type lectin S-receptor-like serine/threonine-protein kinase LECRK2,NC_052405.1,1586227,1589589,-,Protein_Kinases
LOC120113109,G-type lectin S-receptor-like serine/threonine-protein kinase LECRK2,NC_052405.1,1601826,1602806,+,Protein_Kinases
LOC103699774,G-type lectin S-receptor-like serine/threonine-protein kinase LECRK2,NC_052405.1,1610041,1615170,-,Protein_Kinases
LOC103714319,G-type lectin S-receptor-like serine/threonine-protein kinase LECRK3,NC_052405.1,1621632,1624205,-,Protein_Kinases
LOC103714300,probable serine/threonine-protein kinase WNK7,NC_052405.1,1645270,1654008,+,Protein_Kinases
LOC103714306,lysosomal Pro-X carboxypeptidase-like,NC_052405.1,2234297,2238407,+,Other_Signaling_Metabolism
LOC103705952,probable sodium/metabolite cotransporter BASS4%2C chloroplastic%2C transcript variant X2,NC_052405.1,2889845,2898873,-,Ion_Transporters
LOC103706078,zinc finger A20 and AN1 domain-containing stress-associated protein 5,NC_052405.1,2986207,2987743,-,Transcription_Factors
LOC103706093,serine/threonine-protein kinase D6PKL2,NC_052405.1,3052252,3055505,-,Protein_Kinases
LOC103706110,serine/threonine-protein kinase D6PKL1%2C transcript variant X2,NC_052405.1,3070166,3075990,+,Protein_Kinases
LOC103719841,stress response protein NST1-like%2C transcript variant X3,NC_052405.1,3179900,3182526,+,Stress_Osmoprotectants
LOC120113119,stress-response A/B barrel domain-containing protein At5g22580-like,NC_052405.1,3234373,3235055,+,Stress_Osmoprotectants
LOC103719863,heat stress transcription factor A-3,NC_052405.1,3289952,3296451,+,Stress_Osmoprotectants
LOC103696326,leucine-rich repeat receptor-like protein kinase PXC1,NC_052405.1,3481534,3484399,+,Protein_Kinases
LOC103697737,pyruvate kinase 1%2C cytosolic%2C transcript variant X3,NC_052405.1,3528052,3540730,+,Protein_Kinases
LOC103719814,probable serine/threonine-protein kinase PBL7,NC_052405.1,4735584,4738484,-,Protein_Kinases
LOC103700749,cyclin-dependent kinase 11A-like,NC_052405.1,4840195,4841272,+,Protein_Kinases
LOC103708100,serine/threonine-protein kinase PBS1,NC_052405.1,5349263,5355856,+,Protein_Kinases
LOC103708088,probable serine/threonine-protein kinase At1g54610,NC_052405.1,5551503,5555407,-,Protein_Kinases
LOC103708087,probable inactive shikimate kinase like 1%2C chloroplastic,NC_052405.1,5561121,5566353,+,Protein_Kinases
LOC103712388,LRR receptor-like serine/threonine-protein kinase RPK2,NC_052405.1,6474703,6480573,-,Protein_Kinases
LOC103712380,chitin elicitor receptor kinase 1%2C transcript variant X1,NC_052405.1,6576565,6586785,-,Protein_Kinases
LOC103712359,inositol polyphosphate multikinase IPK2,NC_052405.1,6876333,6877575,+,Protein_Kinases
LOC103722321,C-type lectin receptor-like tyrosine-protein kinase At1g52310%2C transcript variant X1,NC_052405.1,7198839,7210173,-,Protein_Kinases
LOC103701325,1-phosphatidylinositol-3-phosphate 5-kinase FAB1B-like%2C transcript variant X1,NC_052405.1,7280839,7291752,+,Protein_Kinases
LOC103701357,probable NAD kinase 2%2C chloroplastic,NC_052405.1,7701276,7710951,-,Protein_Kinases
LOC103701364,probable receptor-like serine/threonine-protein kinase At5g57670%2C transcript variant X1,NC_052405.1,7796289,7800724,-,Protein_Kinases
LOC103701420,probable leucine-rich repeat receptor-like protein kinase At2g33170,NC_052405.1,7903356,7907332,-,Protein_Kinases
LOC120113031,leucine-rich repeat receptor-like serine/threonine-protein kinase At1g17230,NC_052405.1,7914413,7917380,+,Protein_Kinases
LOC103707547,leucine-rich repeat receptor-like serine/threonine-protein kinase At1g17230,NC_052405.1,7925046,7927031,+,Protein_Kinases
LOC103720517,mitogen-activated protein kinase kinase kinase 3-like,NC_052405.1,8186621,8196532,-,Protein_Kinases
LOC103720513,phosphatidylinositol 4-kinase beta 1%2C transcript variant X1,NC_052405.1,8296996,8327918,-,Protein_Kinases
LOC103704838,pyruvate kinase 1%2C cytosolic-like,NC_052405.1,8552998,8565526,+,Protein_Kinases
LOC103704835,protein ACTIVITY OF BC1 COMPLEX KINASE 1%2C chloroplastic,NC_052405.1,8583349,8593516,-,Protein_Kinases
LOC120113038,serine/threonine-protein kinase-like protein CCR4,NC_052405.1,8813286,8816289,-,Protein_Kinases
LOC103704812,receptor protein-tyrosine kinase CEPR2%2C transcript variant X1,NC_052405.1,8827793,8836292,-,Protein_Kinases
LOC103704810,leucine-rich repeat receptor-like serine/threonine-protein kinase BAM1,NC_052405.1,8872547,8878407,+,Protein_Kinases
LOC103699154,non-lysosomal glucosylceramidase-like%2C transcript variant X1,NC_052405.1,9464562,9488078,-,Other_Signaling_Metabolism
LOC103704866,probable serine/threonine-protein kinase At1g54610,NC_052405.1,9613594,9619660,+,Protein_Kinases
LOC103716123,probable leucine-rich repeat receptor-like protein kinase At5g49770%2C transcript variant X1,NC_052405.1,10285288,10301212,+,Protein_Kinases
LOC113460918,probable leucine-rich repeat receptor-like protein kinase At5g49770,NC_052405.1,10306666,10316330,+,Protein_Kinases
LOC103715334,diacylglycerol kinase 1-like%2C transcript variant X3,NC_052405.1,10652081,10656436,-,Protein_Kinases
LOC103699321,probably inactive leucine-rich repeat receptor-like protein kinase At5g48380,NC_052405.1,10804763,10808122,+,Protein_Kinases
LOC103715226,probably inactive leucine-rich repeat receptor-like protein kinase At5g48380,NC_052405.1,10833761,10838001,+,Protein_Kinases
LOC103715196,integrin-linked protein kinase 1-like,NC_052405.1,10877167,10889648,+,Protein_Kinases
LOC103714607,fructokinase-1-like,NC_052405.1,11594992,11597112,-,Protein_Kinases
LOC103714553,serine/threonine-protein kinase-like protein CR4,NC_052405.1,11643771,11647882,+,Protein_Kinases
LOC103722163,calcium-dependent protein kinase 29-like,NC_052405.1,11791559,11797069,+,Protein_Kinases
LOC113463748,receptor kinase-like protein Xa21,NC_052405.1,11805684,11806716,+,Protein_Kinases
LOC120113135,putative receptor-like protein kinase At3g47110,NC_052405.1,11820860,11840442,+,Protein_Kinases
LOC103722162,receptor kinase-like protein Xa21,NC_052405.1,11839248,11840240,+,Protein_Kinases
LOC103717551,PTI1-like tyrosine-protein kinase 3,NC_052405.1,12139424,12148259,-,Protein_Kinases
LOC103717538,serine/threonine-protein kinase OXI1-like,NC_052405.1,12375573,12377321,-,Protein_Kinases
LOC103717539,zinc finger AN1 domain-containing stress-associated protein 15-like,NC_052405.1,12388068,12389417,-,Transcription_Factors
LOC103702926,receptor protein kinase-like protein ZAR1,NC_052405.1,12499916,12505075,-,Protein_Kinases
LOC103702931,probable inactive leucine-rich repeat receptor-like protein kinase At3g03770,NC_052405.1,12617510,12633555,-,Protein_Kinases
LOC103702935,adenylate kinase 4%2C transcript variant X5,NC_052405.1,12708380,12748175,+,Protein_Kinases
LOC103719868,cyclin-dependent kinase G-2%2C transcript variant X10,NC_052405.1,12981599,12999202,-,Protein_Kinases
LOC103711613,probable LRR receptor-like serine/threonine-protein kinase At1g67720%2C transcript variant X2,NC_052405.1,14012868,14048995,-,Protein_Kinases
LOC103710821,TSL-kinase interacting protein 1-like%2C transcript variant X1,NC_052405.1,15689372,15700303,+,Protein_Kinases
LOC103717556,probable serine/threonine-protein kinase WNK3%2C transcript variant X1,NC_052405.1,17416474,17433228,-,Protein_Kinases
LOC103714355,phosphoglucan%2C water dikinase%2C chloroplastic%2C transcript variant X2,NC_052405.1,18009606,18073821,+,Protein_Kinases
LOC103707310,serine/threonine-protein kinase OSR1-like%2C transcript variant X1,NC_052405.1,18187078,18211181,+,Protein_Kinases
LOC103697920,receptor like protein kinase S.2,NC_052405.1,21304540,21307375,+,Protein_Kinases
LOC103710569,probable LRR receptor-like serine/threonine-protein kinase At5g48740,NC_052405.1,21643203,21656423,+,Protein_Kinases
LOC103696642,L-type lectin-domain containing receptor kinase S.1,NC_052405.1,22657364,22660176,-,Protein_Kinases
LOC103695769,serine/threonine-protein kinase STY13-like,NC_052405.1,22998070,23006123,+,Protein_Kinases
LOC103695699,receptor-like kinase TMK4,NC_052405.1,24103838,24118398,+,Protein_Kinases
LOC103723957,probable serine/threonine-protein kinase PBL28,NC_052405.1,24227747,24235627,+,Protein_Kinases
LOC103719791,casein kinase II subunit alpha-2-like,NC_052406.1,1197124,1219674,-,Protein_Kinases
LOC103718175,probable leucine-rich repeat receptor-like protein kinase At1g35710,NC_052406.1,1669382,1679415,+,Protein_Kinases
LOC103708261,LRR receptor-like serine/threonine-protein kinase RPK2,NC_052406.1,2453950,2457868,+,Protein_Kinases
LOC103704289,L-type lectin-domain containing receptor kinase S.4-like,NC_052406.1,2723945,2726723,-,Protein_Kinases
LOC103699100,SNF1-related protein kinase regulatory subunit beta-2-like,NC_052406.1,2986535,3000310,+,Protein_Kinases
LOC103704233,proline-rich receptor-like protein kinase PERK4,NC_052406.1,3201545,3206186,+,Protein_Kinases
LOC103704241,probable receptor-like serine/threonine-protein kinase At4g34500%2C transcript variant X5,NC_052406.1,3536407,3545579,-,Protein_Kinases
LOC103704246,probable LRR receptor-like serine/threonine-protein kinase At2g16250,NC_052406.1,3715076,3723490,-,Protein_Kinases
LOC103704305,leucine-rich repeat receptor-like serine/threonine-protein kinase BAM1,NC_052406.1,3912007,3915855,+,Protein_Kinases
